observed_pair_index,split,partition
25590,cold_drug,train
25591,cold_drug,train
25592,cold_drug,train
25593,cold_drug,train
25594,cold_drug,train
25595,cold_drug,train
25596,cold_drug,train
25597,cold_drug,train
25598,cold_drug,train
25599,cold_drug,train
25600,cold_drug,train
25601,cold_drug,train
25602,cold_drug,train
25603,cold_drug,train
25604,cold_drug,train
25605,cold_drug,train
25606,cold_drug,train
25607,cold_drug,train
25608,cold_drug,train
25609,cold_drug,train
25610,cold_drug,train
25611,cold_drug,train
25612,cold_drug,train
25613,cold_drug,train
25614,cold_drug,train
25615,cold_drug,train
25616,cold_drug,train
25617,cold_drug,train
25618,cold_drug,train
25619,cold_drug,train
25620,cold_drug,train
25621,cold_drug,train
25622,cold_drug,train
25623,cold_drug,train
25624,cold_drug,train
25625,cold_drug,train
25626,cold_drug,train
25627,cold_drug,train
25628,cold_drug,train
25629,cold_drug,train
25630,cold_drug,train
25631,cold_drug,train
25632,cold_drug,train
25633,cold_drug,train
25634,cold_drug,train
25635,cold_drug,train
25636,cold_drug,train
25637,cold_drug,train
25638,cold_drug,train
25639,cold_drug,train
25640,cold_drug,train
25641,cold_drug,train
25642,cold_drug,train
25643,cold_drug,train
25644,cold_drug,train
25645,cold_drug,train
25646,cold_drug,train
25647,cold_drug,train
25648,cold_drug,train
25649,cold_drug,train
25650,cold_drug,train
25651,cold_drug,train
25652,cold_drug,train
25653,cold_drug,train
25654,cold_drug,train
25655,cold_drug,train
25656,cold_drug,train
25657,cold_drug,train
25658,cold_drug,train
25659,cold_drug,train
25660,cold_drug,train
25661,cold_drug,train
25662,cold_drug,train
25663,cold_drug,train
25664,cold_drug,train
25665,cold_drug,train
25666,cold_drug,train
25667,cold_drug,train
25668,cold_drug,train
25669,cold_drug,train
25670,cold_drug,train
25671,cold_drug,train
25672,cold_drug,train
25673,cold_drug,train
25674,cold_drug,train
25675,cold_drug,train
25676,cold_drug,train
25677,cold_drug,train
25678,cold_drug,train
25679,cold_drug,train
25680,cold_drug,train
25681,cold_drug,train
25682,cold_drug,train
25683,cold_drug,train
25684,cold_drug,train
25685,cold_drug,train
25686,cold_drug,train
25687,cold_drug,train
25688,cold_drug,train
25689,cold_drug,train
25690,cold_drug,train
25691,cold_drug,train
25692,cold_drug,train
25693,cold_drug,train
25694,cold_drug,train
25695,cold_drug,train
25696,cold_drug,train
25697,cold_drug,train
25698,cold_drug,train
25699,cold_drug,train
25700,cold_drug,train
25701,cold_drug,train
25702,cold_drug,train
25703,cold_drug,train
25704,cold_drug,train
25705,cold_drug,train
25706,cold_drug,train
25707,cold_drug,train
25708,cold_drug,train
25709,cold_drug,train
25710,cold_drug,train
25711,cold_drug,train
25712,cold_drug,train
25713,cold_drug,train
25714,cold_drug,train
25715,cold_drug,train
25716,cold_drug,train
25717,cold_drug,train
25718,cold_drug,train
25719,cold_drug,train
25720,cold_drug,train
25721,cold_drug,train
25722,cold_drug,train
25723,cold_drug,train
25724,cold_drug,train
25725,cold_drug,train
25726,cold_drug,train
25727,cold_drug,train
25728,cold_drug,train
25729,cold_drug,train
25730,cold_drug,train
25731,cold_drug,train
25732,cold_drug,train
25733,cold_drug,train
25734,cold_drug,train
25735,cold_drug,train
25736,cold_drug,train
25737,cold_drug,train
25738,cold_drug,train
25739,cold_drug,train
25740,cold_drug,train
25741,cold_drug,train
25742,cold_drug,train
25743,cold_drug,train
25744,cold_drug,train
25745,cold_drug,train
25746,cold_drug,train
25747,cold_drug,train
25748,cold_drug,train
25749,cold_drug,train
25750,cold_drug,train
25751,cold_drug,train
25752,cold_drug,train
25753,cold_drug,train
25754,cold_drug,train
25755,cold_drug,train
25756,cold_drug,train
25757,cold_drug,train
25758,cold_drug,train
25759,cold_drug,train
25760,cold_drug,train
25761,cold_drug,train
25762,cold_drug,train
25763,cold_drug,train
25764,cold_drug,train
25765,cold_drug,train
25766,cold_drug,train
25767,cold_drug,train
25768,cold_drug,train
25769,cold_drug,train
25770,cold_drug,train
25771,cold_drug,train
25772,cold_drug,train
25773,cold_drug,train
25774,cold_drug,train
25775,cold_drug,train
25776,cold_drug,train
25777,cold_drug,train
25778,cold_drug,train
25779,cold_drug,train
25780,cold_drug,train
25781,cold_drug,train
25782,cold_drug,train
25783,cold_drug,train
25784,cold_drug,train
25785,cold_drug,train
25786,cold_drug,train
25787,cold_drug,train
25788,cold_drug,train
25789,cold_drug,train
25790,cold_drug,train
25791,cold_drug,train
25792,cold_drug,train
25793,cold_drug,train
25794,cold_drug,train
25795,cold_drug,train
25796,cold_drug,train
25797,cold_drug,train
25798,cold_drug,train
25799,cold_drug,train
25800,cold_drug,train
25801,cold_drug,train
25802,cold_drug,train
25803,cold_drug,train
25804,cold_drug,train
25805,cold_drug,train
25806,cold_drug,train
25807,cold_drug,train
25808,cold_drug,train
25809,cold_drug,train
25810,cold_drug,train
25811,cold_drug,train
25812,cold_drug,train
25813,cold_drug,train
25814,cold_drug,train
25815,cold_drug,train
25816,cold_drug,train
25817,cold_drug,train
25818,cold_drug,train
25819,cold_drug,train
25820,cold_drug,train
25821,cold_drug,train
25822,cold_drug,train
25823,cold_drug,train
25824,cold_drug,train
25825,cold_drug,train
25826,cold_drug,train
25827,cold_drug,train
25828,cold_drug,train
25829,cold_drug,train
25830,cold_drug,train
25831,cold_drug,train
25832,cold_drug,train
25833,cold_drug,train
25834,cold_drug,train
25835,cold_drug,train
25836,cold_drug,train
25837,cold_drug,train
25838,cold_drug,train
25839,cold_drug,train
25840,cold_drug,train
25841,cold_drug,train
25842,cold_drug,train
25843,cold_drug,train
25844,cold_drug,train
25845,cold_drug,train
25846,cold_drug,train
25847,cold_drug,train
25848,cold_drug,train
25849,cold_drug,train
25850,cold_drug,train
25851,cold_drug,train
25852,cold_drug,train
25853,cold_drug,train
25854,cold_drug,train
25855,cold_drug,train
25856,cold_drug,train
25857,cold_drug,train
25858,cold_drug,train
25859,cold_drug,train
25860,cold_drug,train
25861,cold_drug,train
25862,cold_drug,train
25863,cold_drug,train
25864,cold_drug,train
25865,cold_drug,train
25866,cold_drug,train
25867,cold_drug,train
25868,cold_drug,train
25869,cold_drug,train
25870,cold_drug,train
25871,cold_drug,train
25872,cold_drug,train
25873,cold_drug,train
25874,cold_drug,train
25875,cold_drug,train
25876,cold_drug,train
25877,cold_drug,train
25878,cold_drug,train
25879,cold_drug,train
25880,cold_drug,train
25881,cold_drug,train
25882,cold_drug,train
25883,cold_drug,train
25884,cold_drug,train
25885,cold_drug,train
25886,cold_drug,train
25887,cold_drug,train
25888,cold_drug,train
25889,cold_drug,train
25890,cold_drug,train
25891,cold_drug,train
25892,cold_drug,train
25893,cold_drug,train
25894,cold_drug,train
25895,cold_drug,train
25896,cold_drug,train
25897,cold_drug,train
25898,cold_drug,train
25899,cold_drug,train
25900,cold_drug,train
25901,cold_drug,train
25902,cold_drug,train
25903,cold_drug,train
25904,cold_drug,train
25905,cold_drug,train
25906,cold_drug,train
25907,cold_drug,train
25908,cold_drug,train
25909,cold_drug,train
25910,cold_drug,train
25911,cold_drug,train
25912,cold_drug,train
25913,cold_drug,train
25914,cold_drug,train
25915,cold_drug,train
25916,cold_drug,train
25917,cold_drug,train
25918,cold_drug,train
25919,cold_drug,train
25920,cold_drug,train
25921,cold_drug,train
25922,cold_drug,train
25923,cold_drug,train
25924,cold_drug,train
25925,cold_drug,train
25926,cold_drug,train
25927,cold_drug,train
25928,cold_drug,train
25929,cold_drug,train
25930,cold_drug,train
25931,cold_drug,train
25932,cold_drug,train
25933,cold_drug,train
25934,cold_drug,train
25935,cold_drug,train
25936,cold_drug,train
25937,cold_drug,train
25938,cold_drug,train
25939,cold_drug,train
25940,cold_drug,train
25941,cold_drug,train
25942,cold_drug,train
25943,cold_drug,train
25944,cold_drug,train
25945,cold_drug,train
25946,cold_drug,train
25947,cold_drug,train
25948,cold_drug,train
25949,cold_drug,train
25950,cold_drug,train
25951,cold_drug,train
25952,cold_drug,train
25953,cold_drug,train
25954,cold_drug,train
25955,cold_drug,train
25956,cold_drug,train
25957,cold_drug,train
25958,cold_drug,train
25959,cold_drug,train
25960,cold_drug,train
25961,cold_drug,train
25962,cold_drug,train
25963,cold_drug,train
25964,cold_drug,train
25965,cold_drug,train
25966,cold_drug,train
25967,cold_drug,train
25968,cold_drug,train
25969,cold_drug,train
25970,cold_drug,train
25971,cold_drug,train
25972,cold_drug,train
25973,cold_drug,train
25974,cold_drug,train
25975,cold_drug,train
25976,cold_drug,train
25977,cold_drug,train
25978,cold_drug,train
25979,cold_drug,train
25980,cold_drug,train
25981,cold_drug,train
25982,cold_drug,train
25983,cold_drug,train
25984,cold_drug,train
25985,cold_drug,train
25986,cold_drug,train
25987,cold_drug,train
25988,cold_drug,train
25989,cold_drug,train
25990,cold_drug,train
25991,cold_drug,train
25992,cold_drug,train
25993,cold_drug,train
25994,cold_drug,train
25995,cold_drug,train
25996,cold_drug,train
25997,cold_drug,train
25998,cold_drug,train
25999,cold_drug,train
26000,cold_drug,train
26001,cold_drug,train
26002,cold_drug,train
26003,cold_drug,train
26004,cold_drug,train
26005,cold_drug,train
26006,cold_drug,train
26007,cold_drug,train
26008,cold_drug,train
26009,cold_drug,train
26010,cold_drug,train
26011,cold_drug,train
26012,cold_drug,train
26013,cold_drug,train
26014,cold_drug,train
26015,cold_drug,train
26016,cold_drug,train
26017,cold_drug,train
26018,cold_drug,train
26019,cold_drug,train
26020,cold_drug,train
26021,cold_drug,train
26022,cold_drug,train
26023,cold_drug,train
26024,cold_drug,train
26025,cold_drug,train
26026,cold_drug,train
26027,cold_drug,train
26028,cold_drug,train
26029,cold_drug,train
26030,cold_drug,train
26031,cold_drug,train
26032,cold_drug,train
26033,cold_drug,train
26034,cold_drug,train
26035,cold_drug,train
26036,cold_drug,train
26037,cold_drug,train
26038,cold_drug,train
26039,cold_drug,train
26040,cold_drug,train
26041,cold_drug,train
26042,cold_drug,train
26043,cold_drug,train
26044,cold_drug,train
26045,cold_drug,train
26046,cold_drug,train
26047,cold_drug,train
26048,cold_drug,train
26049,cold_drug,train
26050,cold_drug,train
26051,cold_drug,train
26052,cold_drug,train
26053,cold_drug,train
26054,cold_drug,train
26055,cold_drug,train
26056,cold_drug,train
26057,cold_drug,train
26058,cold_drug,train
26059,cold_drug,train
26060,cold_drug,train
26061,cold_drug,train
26062,cold_drug,train
26063,cold_drug,train
26064,cold_drug,train
26065,cold_drug,train
26066,cold_drug,train
26067,cold_drug,train
26068,cold_drug,train
26069,cold_drug,train
26070,cold_drug,train
26071,cold_drug,train
26072,cold_drug,train
26073,cold_drug,train
26074,cold_drug,train
26075,cold_drug,train
26076,cold_drug,train
26077,cold_drug,train
26078,cold_drug,train
26079,cold_drug,train
26080,cold_drug,train
26081,cold_drug,train
26082,cold_drug,train
26083,cold_drug,train
26084,cold_drug,train
26085,cold_drug,train
26086,cold_drug,train
26087,cold_drug,train
26088,cold_drug,train
26089,cold_drug,train
26090,cold_drug,train
26091,cold_drug,train
26092,cold_drug,train
26093,cold_drug,train
26094,cold_drug,train
26095,cold_drug,train
26096,cold_drug,train
26097,cold_drug,train
26098,cold_drug,train
26099,cold_drug,train
26100,cold_drug,train
26101,cold_drug,train
26102,cold_drug,train
26103,cold_drug,train
26104,cold_drug,train
26105,cold_drug,train
26106,cold_drug,train
26107,cold_drug,train
26108,cold_drug,train
26109,cold_drug,train
26110,cold_drug,train
26111,cold_drug,train
26112,cold_drug,train
26113,cold_drug,train
26114,cold_drug,train
26115,cold_drug,train
26116,cold_drug,train
26117,cold_drug,train
26118,cold_drug,train
26119,cold_drug,train
26120,cold_drug,train
26121,cold_drug,train
26122,cold_drug,train
26123,cold_drug,train
26124,cold_drug,train
26125,cold_drug,train
26126,cold_drug,train
26127,cold_drug,train
26128,cold_drug,train
26129,cold_drug,train
26130,cold_drug,train
26131,cold_drug,train
26132,cold_drug,train
26133,cold_drug,train
26134,cold_drug,train
26135,cold_drug,train
26136,cold_drug,train
26137,cold_drug,train
26138,cold_drug,train
26139,cold_drug,train
26140,cold_drug,train
26141,cold_drug,train
26142,cold_drug,train
26143,cold_drug,train
26144,cold_drug,train
26145,cold_drug,train
26146,cold_drug,train
26147,cold_drug,train
26148,cold_drug,train
26149,cold_drug,train
26150,cold_drug,train
26151,cold_drug,train
26152,cold_drug,train
26153,cold_drug,train
26154,cold_drug,train
26155,cold_drug,train
26156,cold_drug,train
26157,cold_drug,train
26158,cold_drug,train
26159,cold_drug,train
26160,cold_drug,train
26161,cold_drug,train
26162,cold_drug,train
26163,cold_drug,train
26164,cold_drug,train
26165,cold_drug,train
26166,cold_drug,train
26167,cold_drug,train
26168,cold_drug,train
26169,cold_drug,train
26170,cold_drug,train
26171,cold_drug,train
26172,cold_drug,train
26173,cold_drug,train
26174,cold_drug,train
26175,cold_drug,train
26176,cold_drug,train
26177,cold_drug,train
26178,cold_drug,train
26179,cold_drug,train
26180,cold_drug,train
26181,cold_drug,train
26182,cold_drug,train
26183,cold_drug,train
26184,cold_drug,train
26185,cold_drug,train
26186,cold_drug,train
26187,cold_drug,train
26188,cold_drug,train
26189,cold_drug,train
26190,cold_drug,train
26191,cold_drug,train
26192,cold_drug,train
26193,cold_drug,train
26194,cold_drug,train
26195,cold_drug,train
26196,cold_drug,train
26197,cold_drug,train
26198,cold_drug,train
26199,cold_drug,train
26200,cold_drug,train
26201,cold_drug,train
26202,cold_drug,train
26203,cold_drug,train
26204,cold_drug,train
26205,cold_drug,train
26206,cold_drug,train
26207,cold_drug,train
26208,cold_drug,train
26209,cold_drug,train
26210,cold_drug,train
26211,cold_drug,train
26212,cold_drug,train
26213,cold_drug,train
26214,cold_drug,train
26215,cold_drug,train
26216,cold_drug,train
26217,cold_drug,train
26218,cold_drug,train
26219,cold_drug,train
26220,cold_drug,train
26221,cold_drug,train
26222,cold_drug,train
26223,cold_drug,train
26224,cold_drug,train
26225,cold_drug,train
26226,cold_drug,train
26227,cold_drug,train
26228,cold_drug,train
26229,cold_drug,train
26230,cold_drug,train
26231,cold_drug,train
26232,cold_drug,train
26233,cold_drug,train
26234,cold_drug,train
26235,cold_drug,train
26236,cold_drug,train
26237,cold_drug,train
26238,cold_drug,train
26239,cold_drug,train
26240,cold_drug,train
26241,cold_drug,train
26242,cold_drug,train
26243,cold_drug,train
26244,cold_drug,train
26245,cold_drug,train
26246,cold_drug,train
26247,cold_drug,train
26248,cold_drug,train
26249,cold_drug,train
26250,cold_drug,train
26251,cold_drug,train
26252,cold_drug,train
26253,cold_drug,train
26254,cold_drug,train
26255,cold_drug,train
26256,cold_drug,train
26257,cold_drug,train
26258,cold_drug,train
26259,cold_drug,train
26260,cold_drug,train
26261,cold_drug,train
26262,cold_drug,train
26263,cold_drug,train
26264,cold_drug,train
26265,cold_drug,train
26266,cold_drug,train
26267,cold_drug,train
26268,cold_drug,train
26269,cold_drug,train
26270,cold_drug,train
26271,cold_drug,train
26272,cold_drug,train
26273,cold_drug,train
26274,cold_drug,train
26275,cold_drug,train
26276,cold_drug,train
26277,cold_drug,train
26278,cold_drug,train
26279,cold_drug,train
26280,cold_drug,train
26281,cold_drug,train
26282,cold_drug,train
26283,cold_drug,train
26284,cold_drug,train
26285,cold_drug,train
26286,cold_drug,train
26287,cold_drug,train
26288,cold_drug,train
26289,cold_drug,train
26290,cold_drug,train
26291,cold_drug,train
26292,cold_drug,train
26293,cold_drug,train
26294,cold_drug,train
26295,cold_drug,train
26296,cold_drug,train
26297,cold_drug,train
26298,cold_drug,train
26299,cold_drug,train
26300,cold_drug,train
26301,cold_drug,train
26302,cold_drug,train
26303,cold_drug,train
26304,cold_drug,train
26305,cold_drug,train
26306,cold_drug,train
26307,cold_drug,train
26308,cold_drug,train
26309,cold_drug,train
26310,cold_drug,train
26311,cold_drug,train
26312,cold_drug,train
26313,cold_drug,train
26314,cold_drug,train
26315,cold_drug,train
26316,cold_drug,train
26317,cold_drug,train
26318,cold_drug,train
26319,cold_drug,train
26320,cold_drug,train
26321,cold_drug,train
26322,cold_drug,train
26323,cold_drug,train
26324,cold_drug,train
26325,cold_drug,train
26326,cold_drug,train
26327,cold_drug,train
26328,cold_drug,train
26329,cold_drug,train
26330,cold_drug,train
26331,cold_drug,train
26332,cold_drug,train
26333,cold_drug,train
26334,cold_drug,train
26335,cold_drug,train
26336,cold_drug,train
26337,cold_drug,train
26338,cold_drug,train
26339,cold_drug,train
26340,cold_drug,train
26341,cold_drug,train
26342,cold_drug,train
26343,cold_drug,train
26344,cold_drug,train
26345,cold_drug,train
26346,cold_drug,train
26347,cold_drug,train
26348,cold_drug,train
26349,cold_drug,train
26350,cold_drug,train
26351,cold_drug,train
26352,cold_drug,train
26353,cold_drug,train
26354,cold_drug,train
26355,cold_drug,train
26356,cold_drug,train
26357,cold_drug,train
26358,cold_drug,train
26359,cold_drug,train
26360,cold_drug,train
26361,cold_drug,train
26362,cold_drug,train
26363,cold_drug,train
26364,cold_drug,train
26365,cold_drug,train
26366,cold_drug,train
26367,cold_drug,train
26368,cold_drug,train
26369,cold_drug,train
26370,cold_drug,train
26371,cold_drug,train
26372,cold_drug,train
26373,cold_drug,train
26374,cold_drug,train
26375,cold_drug,train
26376,cold_drug,train
26377,cold_drug,train
26378,cold_drug,train
26379,cold_drug,train
26380,cold_drug,train
26381,cold_drug,train
26382,cold_drug,train
26383,cold_drug,train
26384,cold_drug,train
26385,cold_drug,train
26386,cold_drug,train
26387,cold_drug,train
26388,cold_drug,train
26389,cold_drug,train
26390,cold_drug,train
26391,cold_drug,train
26392,cold_drug,train
26393,cold_drug,train
26394,cold_drug,train
26395,cold_drug,train
26396,cold_drug,train
26397,cold_drug,train
26398,cold_drug,train
26399,cold_drug,train
26400,cold_drug,train
26401,cold_drug,train
26402,cold_drug,train
26403,cold_drug,train
26404,cold_drug,train
26405,cold_drug,train
26406,cold_drug,train
26407,cold_drug,train
26408,cold_drug,train
26409,cold_drug,train
26410,cold_drug,train
26411,cold_drug,train
26412,cold_drug,train
26413,cold_drug,train
26414,cold_drug,train
26415,cold_drug,train
26416,cold_drug,train
26417,cold_drug,train
26418,cold_drug,train
26419,cold_drug,train
26420,cold_drug,train
26421,cold_drug,train
26422,cold_drug,train
26423,cold_drug,train
26424,cold_drug,train
26425,cold_drug,train
26426,cold_drug,train
26427,cold_drug,train
26428,cold_drug,train
26429,cold_drug,train
26430,cold_drug,train
26431,cold_drug,train
26432,cold_drug,train
26433,cold_drug,train
26434,cold_drug,train
26435,cold_drug,train
26436,cold_drug,train
26437,cold_drug,train
26438,cold_drug,train
26439,cold_drug,train
26440,cold_drug,train
26441,cold_drug,train
26442,cold_drug,train
26443,cold_drug,train
26444,cold_drug,train
26445,cold_drug,train
26446,cold_drug,train
26447,cold_drug,train
26448,cold_drug,train
26449,cold_drug,train
26450,cold_drug,train
26451,cold_drug,train
26452,cold_drug,train
26453,cold_drug,train
26454,cold_drug,train
26455,cold_drug,train
26456,cold_drug,train
26457,cold_drug,train
26458,cold_drug,train
26459,cold_drug,train
26460,cold_drug,train
26461,cold_drug,train
26462,cold_drug,train
26463,cold_drug,train
26464,cold_drug,train
26465,cold_drug,train
26466,cold_drug,train
26467,cold_drug,train
26468,cold_drug,train
26469,cold_drug,train
26470,cold_drug,train
26471,cold_drug,train
26472,cold_drug,train
26473,cold_drug,train
26474,cold_drug,train
26475,cold_drug,train
26476,cold_drug,train
26477,cold_drug,train
26478,cold_drug,train
26479,cold_drug,train
26480,cold_drug,train
26481,cold_drug,train
26482,cold_drug,train
26483,cold_drug,train
26484,cold_drug,train
26485,cold_drug,train
26486,cold_drug,train
26487,cold_drug,train
26488,cold_drug,train
26489,cold_drug,train
26490,cold_drug,train
26491,cold_drug,train
26492,cold_drug,train
26493,cold_drug,train
26494,cold_drug,train
26495,cold_drug,train
26496,cold_drug,train
26497,cold_drug,train
26498,cold_drug,train
26499,cold_drug,train
26500,cold_drug,train
26501,cold_drug,train
26502,cold_drug,train
26503,cold_drug,train
26504,cold_drug,train
26505,cold_drug,train
26506,cold_drug,train
26507,cold_drug,train
26508,cold_drug,train
26509,cold_drug,train
26510,cold_drug,train
26511,cold_drug,train
26512,cold_drug,train
26513,cold_drug,train
26514,cold_drug,train
26515,cold_drug,train
26516,cold_drug,train
26517,cold_drug,train
26518,cold_drug,train
26519,cold_drug,train
26520,cold_drug,train
26521,cold_drug,train
26522,cold_drug,train
26523,cold_drug,train
26524,cold_drug,train
26525,cold_drug,train
26526,cold_drug,train
26527,cold_drug,train
26528,cold_drug,train
26529,cold_drug,train
26530,cold_drug,train
26531,cold_drug,train
26532,cold_drug,train
26533,cold_drug,train
26534,cold_drug,train
26535,cold_drug,train
26536,cold_drug,train
26537,cold_drug,train
26538,cold_drug,train
26539,cold_drug,train
26540,cold_drug,train
26541,cold_drug,train
26542,cold_drug,train
26543,cold_drug,train
26544,cold_drug,train
26545,cold_drug,train
26546,cold_drug,train
26547,cold_drug,train
26548,cold_drug,train
26549,cold_drug,train
26550,cold_drug,train
26551,cold_drug,train
26552,cold_drug,train
26553,cold_drug,train
26554,cold_drug,train
26555,cold_drug,train
26556,cold_drug,train
26557,cold_drug,train
26558,cold_drug,train
26559,cold_drug,train
26560,cold_drug,train
26561,cold_drug,train
26562,cold_drug,train
26563,cold_drug,train
26564,cold_drug,train
26565,cold_drug,train
26566,cold_drug,train
26567,cold_drug,train
26568,cold_drug,train
26569,cold_drug,train
26570,cold_drug,train
26571,cold_drug,train
26572,cold_drug,train
26573,cold_drug,train
26574,cold_drug,train
26575,cold_drug,train
26576,cold_drug,train
26577,cold_drug,train
26578,cold_drug,train
26579,cold_drug,train
26580,cold_drug,train
26581,cold_drug,train
26582,cold_drug,train
26583,cold_drug,train
26584,cold_drug,train
26585,cold_drug,train
26586,cold_drug,train
26587,cold_drug,train
26588,cold_drug,train
26589,cold_drug,train
26590,cold_drug,train
26591,cold_drug,train
26592,cold_drug,train
26593,cold_drug,train
26594,cold_drug,train
26595,cold_drug,train
26596,cold_drug,train
26597,cold_drug,train
26598,cold_drug,train
26599,cold_drug,train
26600,cold_drug,train
26601,cold_drug,train
26602,cold_drug,train
26603,cold_drug,train
26604,cold_drug,train
26605,cold_drug,train
26606,cold_drug,train
26607,cold_drug,train
26608,cold_drug,train
26609,cold_drug,train
26610,cold_drug,train
26611,cold_drug,train
26612,cold_drug,train
26613,cold_drug,train
26614,cold_drug,train
26615,cold_drug,train
26616,cold_drug,train
26617,cold_drug,train
26618,cold_drug,train
26619,cold_drug,train
26620,cold_drug,train
26621,cold_drug,train
26622,cold_drug,train
26623,cold_drug,train
26624,cold_drug,train
26625,cold_drug,train
26626,cold_drug,train
26627,cold_drug,train
26628,cold_drug,train
26629,cold_drug,train
26630,cold_drug,train
26631,cold_drug,train
26632,cold_drug,train
26633,cold_drug,train
26634,cold_drug,train
26635,cold_drug,train
26636,cold_drug,train
26637,cold_drug,train
26638,cold_drug,train
26639,cold_drug,train
26640,cold_drug,train
26641,cold_drug,train
26642,cold_drug,train
26643,cold_drug,train
26644,cold_drug,train
26645,cold_drug,train
26646,cold_drug,train
26647,cold_drug,train
26648,cold_drug,train
26649,cold_drug,train
26650,cold_drug,train
26651,cold_drug,train
26652,cold_drug,train
26653,cold_drug,train
26654,cold_drug,train
26655,cold_drug,train
26656,cold_drug,train
26657,cold_drug,train
26658,cold_drug,train
26659,cold_drug,train
26660,cold_drug,train
26661,cold_drug,train
26662,cold_drug,train
26663,cold_drug,train
26664,cold_drug,train
26665,cold_drug,train
26666,cold_drug,train
26667,cold_drug,train
26668,cold_drug,train
26669,cold_drug,train
26670,cold_drug,train
26671,cold_drug,train
26672,cold_drug,train
26673,cold_drug,train
26674,cold_drug,train
26675,cold_drug,train
26676,cold_drug,train
26677,cold_drug,train
26678,cold_drug,train
26679,cold_drug,train
26680,cold_drug,train
26681,cold_drug,train
26682,cold_drug,train
26683,cold_drug,train
26684,cold_drug,train
26685,cold_drug,train
26686,cold_drug,train
26687,cold_drug,train
26688,cold_drug,train
26689,cold_drug,train
26690,cold_drug,train
26691,cold_drug,train
26692,cold_drug,train
26693,cold_drug,train
26694,cold_drug,train
26695,cold_drug,train
26696,cold_drug,train
26697,cold_drug,train
26698,cold_drug,train
26699,cold_drug,train
26700,cold_drug,train
26701,cold_drug,train
26702,cold_drug,train
26703,cold_drug,train
26704,cold_drug,train
26705,cold_drug,train
26706,cold_drug,train
26707,cold_drug,train
26708,cold_drug,train
26709,cold_drug,train
26710,cold_drug,train
26711,cold_drug,train
26712,cold_drug,train
26713,cold_drug,train
26714,cold_drug,train
26715,cold_drug,train
26716,cold_drug,train
26717,cold_drug,train
26718,cold_drug,train
26719,cold_drug,train
26720,cold_drug,train
26721,cold_drug,train
26722,cold_drug,train
26723,cold_drug,train
26724,cold_drug,train
26725,cold_drug,train
26726,cold_drug,train
26727,cold_drug,train
26728,cold_drug,train
26729,cold_drug,train
26730,cold_drug,train
26731,cold_drug,train
26732,cold_drug,train
26733,cold_drug,train
26734,cold_drug,train
26735,cold_drug,train
26736,cold_drug,train
26737,cold_drug,train
26738,cold_drug,train
26739,cold_drug,train
26740,cold_drug,train
26741,cold_drug,train
26742,cold_drug,train
26743,cold_drug,train
26744,cold_drug,train
26745,cold_drug,train
26746,cold_drug,train
26747,cold_drug,train
26748,cold_drug,train
26749,cold_drug,train
26750,cold_drug,train
26751,cold_drug,train
26752,cold_drug,train
26753,cold_drug,train
26754,cold_drug,train
26755,cold_drug,train
26756,cold_drug,train
26757,cold_drug,train
26758,cold_drug,train
26759,cold_drug,train
26760,cold_drug,train
26761,cold_drug,train
26762,cold_drug,train
26763,cold_drug,train
26764,cold_drug,train
26765,cold_drug,train
26766,cold_drug,train
26767,cold_drug,train
26768,cold_drug,train
26769,cold_drug,train
26770,cold_drug,train
26771,cold_drug,train
26772,cold_drug,train
26773,cold_drug,train
26774,cold_drug,train
26775,cold_drug,train
26776,cold_drug,train
26777,cold_drug,train
26778,cold_drug,train
26779,cold_drug,train
26780,cold_drug,train
26781,cold_drug,train
26782,cold_drug,train
26783,cold_drug,train
26784,cold_drug,train
26785,cold_drug,train
26786,cold_drug,train
26787,cold_drug,train
26788,cold_drug,train
26789,cold_drug,train
26790,cold_drug,train
26791,cold_drug,train
26792,cold_drug,train
26793,cold_drug,train
26794,cold_drug,train
26795,cold_drug,train
26796,cold_drug,train
26797,cold_drug,train
26798,cold_drug,train
26799,cold_drug,train
26800,cold_drug,train
26801,cold_drug,train
26802,cold_drug,train
26803,cold_drug,train
26804,cold_drug,train
26805,cold_drug,train
26806,cold_drug,train
26807,cold_drug,train
26808,cold_drug,train
26809,cold_drug,train
26810,cold_drug,train
26811,cold_drug,train
26812,cold_drug,train
26813,cold_drug,train
26814,cold_drug,train
26815,cold_drug,train
26816,cold_drug,train
26817,cold_drug,train
26818,cold_drug,train
26819,cold_drug,train
26820,cold_drug,train
26821,cold_drug,train
26822,cold_drug,train
26823,cold_drug,train
26824,cold_drug,train
26825,cold_drug,train
26826,cold_drug,train
26827,cold_drug,train
26828,cold_drug,train
26829,cold_drug,train
26830,cold_drug,train
26831,cold_drug,train
26832,cold_drug,train
26833,cold_drug,train
26834,cold_drug,train
26835,cold_drug,train
26836,cold_drug,train
26837,cold_drug,train
26838,cold_drug,train
26839,cold_drug,train
26840,cold_drug,train
26841,cold_drug,train
26842,cold_drug,train
26843,cold_drug,train
26844,cold_drug,train
26845,cold_drug,train
26846,cold_drug,train
26847,cold_drug,train
26848,cold_drug,train
26849,cold_drug,train
26850,cold_drug,train
26851,cold_drug,train
26852,cold_drug,train
26853,cold_drug,train
26854,cold_drug,train
26855,cold_drug,train
26856,cold_drug,train
26857,cold_drug,train
26858,cold_drug,train
26859,cold_drug,train
26860,cold_drug,train
