fold,model,training_start,training_end,test_start,test_end,timestamp,actual,forecast,residual,absolute_residual,fold_raw_negative_forecast_count,is_known_closure,modified_z_score,absolute_modified_z_score,is_statistical_anomaly,is_actionable_anomaly,anomaly_type,anomaly_severity
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 11:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 12:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 13:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 14:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 15:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 16:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 17:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 18:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 19:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 20:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 21:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 22:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-19 23:00:00,0.0,0.0,0.0,0.0,85,True,0.0426383673780919,0.0426383673780919,False,False,known_closure,known_closure
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 00:00:00,886.0,0.0,886.0,886.0,85,False,2.8740999412023216,2.8740999412023216,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 01:00:00,761.0,0.0,761.0,761.0,85,False,2.4746273715318607,2.4746273715318607,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 02:00:00,524.0,0.0,524.0,524.0,85,False,1.717227379436666,1.717227379436666,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 03:00:00,294.0,0.0,294.0,294.0,85,False,0.9821978512430168,0.9821978512430168,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 04:00:00,241.0,0.0,241.0,241.0,85,False,0.8128214817027413,0.8128214817027413,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 05:00:00,137.0,0.0,137.0,137.0,85,False,0.48046030373691745,0.48046030373691745,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 06:00:00,47.0,0.0,47.0,47.0,85,False,0.19284005357418535,0.19284005357418535,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 07:00:00,130.0,0.0,130.0,130.0,85,False,0.4580898398353716,0.4580898398353716,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 08:00:00,299.0,0.0,299.0,299.0,85,False,0.9981767540298353,0.9981767540298353,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 09:00:00,89.0,0.0,89.0,89.0,85,False,0.32706283698346034,0.32706283698346034,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 10:00:00,87.0,0.0,87.0,87.0,85,False,0.32067127586873295,0.32067127586873295,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 11:00:00,111.0,76.58937403419306,34.41062596580694,34.41062596580694,85,False,0.1526071768063319,0.1526071768063319,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 12:00:00,180.0,141.76599728792036,38.23400271207964,38.23400271207964,85,False,0.16482584987554663,0.16482584987554663,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 13:00:00,301.0,236.50183142485375,64.49816857514622,64.49816857514622,85,False,0.24876036049610997,0.24876036049610997,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 14:00:00,573.0,299.42633055096087,273.5736694490392,273.5736694490392,85,False,0.9169197812099724,0.9169197812099724,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 15:00:00,696.0,368.1125450010144,327.8874549989856,327.8874549989856,85,False,1.0904947210673122,1.0904947210673122,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 16:00:00,912.0,491.5088155864778,420.4911844135222,420.4911844135222,85,False,1.386435919069656,1.386435919069656,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 17:00:00,1290.0,645.6779650184131,644.3220349815869,644.3220349815869,85,False,2.1017501994532544,2.1017501994532544,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 18:00:00,1786.0,849.1945476418787,936.8054523581212,936.8054523581212,85,False,3.0364630180564727,3.0364630180564727,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 19:00:00,1272.0,755.5210923179321,516.4789076820679,516.4789076820679,85,False,1.6931916188368805,1.6931916188368805,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 20:00:00,898.0,756.1119282796822,141.88807172031784,141.88807172031784,85,False,0.4960815083037085,0.4960815083037085,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 21:00:00,784.0,761.3032952986665,22.696704701333488,22.696704701333488,85,False,0.11517205497883853,0.11517205497883853,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 22:00:00,1049.0,750.3304928700642,298.6695071299358,298.6695071299358,85,False,0.9971205713413369,0.9971205713413369,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-20 23:00:00,935.0,682.3859622714223,252.61403772857773,252.61403772857773,85,False,0.8499373976682184,0.8499373976682184,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 00:00:00,809.0,622.3779459541463,186.6220540458537,186.6220540458537,85,False,0.639041499273107,0.639041499273107,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 01:00:00,674.0,526.391028278036,147.60897172196405,147.60897172196405,85,False,0.5143642492995915,0.5143642492995915,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 02:00:00,122.0,292.6785018794804,-170.6785018794804,170.6785018794804,85,False,-0.5028126704883136,0.5028126704883136,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 03:00:00,28.0,194.43340953734457,-166.43340953734457,166.43340953734457,85,False,-0.4892462869171025,0.4892462869171025,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 04:00:00,24.0,134.78444263753522,-110.78444263753522,110.78444263753522,85,False,-0.31140440046131623,0.31140440046131623,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 05:00:00,24.0,150.587958843404,-126.587958843404,126.587958843404,85,False,-0.3619089702900136,0.3619089702900136,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 06:00:00,23.0,399.0664826332514,-376.0664826332514,376.0664826332514,85,False,-1.1591875860974028,1.1591875860974028,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 07:00:00,45.0,787.760279077006,-742.760279077006,742.760279077006,85,False,-2.3310604912782327,2.3310604912782327,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 08:00:00,127.0,1300.098352908858,-1173.098352908858,1173.098352908858,85,False,-3.706326540723405,3.706326540723405,True,True,negative_demand_drop,moderate
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 09:00:00,47.0,998.6557611548596,-951.6557611548596,951.6557611548596,85,False,-2.9986446114237526,2.9986446114237526,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 10:00:00,78.0,823.403199051062,-745.403199051062,745.403199051062,85,False,-2.339506683545989,2.339506683545989,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 11:00:00,98.0,834.941182621709,-736.941182621709,736.941182621709,85,False,-2.31246393596497,2.31246393596497,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 12:00:00,143.0,884.9248967022534,-741.9248967022534,741.9248967022534,85,False,-2.3283907925270335,2.3283907925270335,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 13:00:00,600.0,917.8190317939664,-317.8190317939664,317.8190317939664,85,False,-0.9730415151892186,0.9730415151892186,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 14:00:00,972.0,906.2539457403248,65.74605425967513,65.74605425967513,85,False,0.25274832930453994,0.25274832930453994,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 15:00:00,1288.0,917.2267481689272,370.7732518310728,370.7732518310728,85,False,1.2275483167703458,1.2275483167703458,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 16:00:00,1550.0,1078.7506115327185,471.2493884672815,471.2493884672815,85,False,1.5486480007113592,1.5486480007113592,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 17:00:00,1904.0,1270.0254572262677,633.9745427737323,633.9745427737323,85,False,2.068681885037921,2.068681885037921,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 18:00:00,2235.0,1792.751257762809,442.248742237191,442.248742237191,85,False,1.4559682993382532,1.4559682993382532,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 19:00:00,1720.0,1601.9582366893055,118.04176331069448,118.04176331069448,85,False,0.4198739395233359,0.4198739395233359,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 20:00:00,1551.0,1517.6005061515418,33.39949384845818,33.39949384845818,85,False,0.14937582044478273,0.14937582044478273,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 21:00:00,1540.0,1285.950039489239,254.04996051076068,254.04996051076068,85,False,0.8545262917773943,0.8545262917773943,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 22:00:00,1493.0,1005.8770876340012,487.1229123659987,487.1229123659987,85,False,1.5993762997637273,1.5993762997637273,False,False,normal,normal
2,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-14 23:00:00,2018-09-15 00:00:00,2018-09-21 23:00:00,2018-09-21 23:00:00,1171.0,764.2103398660195,406.7896601339805,406.7896601339805,85,False,1.3426488541708501,1.3426488541708501,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 00:00:00,953.0,935.0950698907636,17.90493010923649,17.90493010923649,0,False,0.09985859490214562,0.09985859490214562,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 01:00:00,875.0,796.3153854115939,78.68461458840613,78.68461458840613,0,False,0.29409712884337563,0.29409712884337563,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 02:00:00,655.0,500.5616267172815,154.43837328271854,154.43837328271854,0,False,0.5361895180258799,0.5361895180258799,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 03:00:00,458.0,265.63342002311526,192.36657997688476,192.36657997688476,0,False,0.6573997435547676,0.6573997435547676,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 04:00:00,96.0,193.153279022914,-97.153279022914,97.153279022914,0,False,-0.26784219280746635,0.26784219280746635,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 05:00:00,93.0,171.68742812980386,-78.68742812980386,78.68742812980386,0,False,-0.208829385548088,0.208829385548088,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 06:00:00,215.0,295.3170801667508,-80.31708016675077,80.31708016675077,0,False,-0.21403739584303105,0.21403739584303105,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 07:00:00,363.0,513.0471345602211,-150.04713456022114,150.04713456022114,0,False,-0.43687934793759625,0.43687934793759625,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 08:00:00,654.0,713.9978486046986,-59.99784860469856,59.99784860469856,0,False,-0.14910159067645398,0.14910159067645398,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 09:00:00,810.0,691.6184210866413,118.38157891335868,118.38157891335868,0,False,0.42095991561941903,0.42095991561941903,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 10:00:00,925.0,680.1675311887523,244.8324688112477,244.8324688112477,0,False,0.8250692110164294,0.8250692110164294,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 11:00:00,1062.0,818.6707296052314,243.32927039476863,243.32927039476863,0,False,0.8202653187431858,0.8202653187431858,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 12:00:00,1273.0,940.907871817104,332.09212818289586,332.09212818289586,0,False,1.103931933878521,1.103931933878521,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 13:00:00,1409.0,1058.8117687878455,350.1882312121545,350.1882312121545,0,False,1.1617631081034758,1.1617631081034758,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 14:00:00,1532.0,1142.6904193527182,389.3095806472818,389.3095806472818,0,False,1.2867863560060866,1.2867863560060866,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 15:00:00,1814.0,1232.9934358970554,581.0065641029446,581.0065641029446,0,False,1.8994078486389632,1.8994078486389632,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 16:00:00,1840.0,1379.1907912787428,460.8092087212572,460.8092087212572,0,False,1.5152834772636323,1.5152834772636323,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 17:00:00,2045.0,1687.5186817610038,357.4813182389962,357.4813182389962,0,False,1.185070213827018,1.185070213827018,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 18:00:00,1939.0,2097.0842178940943,-158.0842178940943,158.0842178940943,0,False,-0.46256410259389985,0.46256410259389985,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 19:00:00,1743.0,1873.1009008098604,-130.10090080986038,130.10090080986038,0,False,-0.37313556192556185,0.37313556192556185,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 20:00:00,1604.0,1657.5573518203803,-53.55735182038029,53.55735182038029,0,False,-0.12851917627336626,0.12851917627336626,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 21:00:00,1502.0,1587.7062256839229,-85.70622568392287,85.70622568392287,0,False,-0.23125992230761333,0.23125992230761333,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 22:00:00,1430.0,1480.091736206795,-50.09173620679508,50.09173620679508,0,False,-0.11744382927617464,0.11744382927617464,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-22 23:00:00,1108.0,1231.1748996213596,-123.1748996213596,123.1748996213596,0,False,-0.35100158198707326,0.35100158198707326,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 00:00:00,880.0,944.3977858990722,-64.39778589907223,64.39778589907223,0,False,-0.16316282473543275,0.16316282473543275,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 01:00:00,644.0,723.4096472013669,-79.40964720136685,79.40964720136685,0,False,-0.21113743921514624,0.21113743921514624,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 02:00:00,489.0,447.0794285245368,41.92057147546325,41.92057147546325,0,False,0.17660731465295226,0.17660731465295226,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 03:00:00,334.0,255.65881304410425,78.34118695589575,78.34118695589575,0,False,0.2929996094925375,0.2929996094925375,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 04:00:00,202.0,178.06241998559426,23.93758001440574,23.93758001440574,0,False,0.11913762017846741,0.11913762017846741,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 05:00:00,106.0,162.64541469867893,-56.64541469867893,56.64541469867893,0,False,-0.13838794757974962,0.13838794757974962,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 06:00:00,144.0,307.80718343492754,-163.80718343492754,163.80718343492754,0,False,-0.48085344459975704,0.48085344459975704,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 07:00:00,261.0,491.2023064864328,-230.2023064864328,230.2023064864328,0,False,-0.6930376879515274,0.6930376879515274,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 08:00:00,439.0,658.9094287156913,-219.9094287156913,219.9094287156913,0,False,-0.6601439092924708,0.6601439092924708,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 09:00:00,534.0,631.8856352554405,-97.88563525544056,97.88563525544056,0,False,-0.2701826426164388,0.2701826426164388,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 10:00:00,620.0,665.2610134705038,-45.26101347050383,45.26101347050383,0,False,-0.10200589947752033,0.10200589947752033,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 11:00:00,764.0,773.9107956990025,-9.910795699002506,9.910795699002506,0,False,0.010965639175216013,0.010965639175216013,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 12:00:00,915.0,903.6109308466388,11.389069153361334,11.389069153361334,0,False,0.07903533314487461,0.07903533314487461,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 13:00:00,1031.0,958.9794458874828,72.02055411251706,72.02055411251706,0,False,0.2728002539414335,0.2728002539414335,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 14:00:00,1136.0,1024.7522469472613,111.24775305273874,111.24775305273874,0,False,0.3981617736344315,0.3981617736344315,False,False,normal,normal
3,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-21 23:00:00,2018-09-22 00:00:00,2018-09-28 23:00:00,2018-09-23 15:00:00,1366.0,1096.681575559112,269.31842444088807,269.31842444088807,0,False,0.9033209519461041,0.9033209519461041,False,False,normal,normal
